x0000,y0000,x0001,y0001
351.8,70.62, , ,
351.9,70.62, , ,
352,70.62, , ,
352.1,70.62, , ,
352.2,70.62, , ,
352.3,70.62, , ,
352.4,70.62, , ,
352.5,70.62, , ,
352.6,70.62, , ,
352.7,70.69, , ,
352.8,70.69, , ,
352.9,70.69, , ,
353,70.69, , ,
353.1,70.69, , ,
353.2,70.69, , ,
353.3,70.62, , ,
353.4,70.62, , ,
353.5,70.62, , ,
353.6,70.62, , ,
353.7,70.62, , ,
353.8,70.62, , ,
353.9,70.69, , ,
354,70.69, , ,
354.1,70.69, , ,
354.2,70.69, , ,
354.3,70.69, , ,
354.4,70.69, , ,
354.5,70.62, , ,
354.6,70.62, , ,
354.7,70.62, , ,
354.8,70.62, , ,
354.9,70.62, , ,
355,70.62, , ,
355.1,70.62, , ,
355.2,70.62, , ,
355.3,70.62, , ,
355.4,70.62, , ,
355.5,70.62, , ,
355.6,70.62, , ,
355.7,70.62, , ,
355.8,70.62, , ,
355.9,70.62, , ,
356,70.62, , ,
356.1,70.62, , ,
356.2,70.62, , ,
356.3,70.69, , ,
356.4,70.69, , ,
356.5,70.69, , ,
356.6,70.69, , ,
356.7,70.69, , ,
356.8,70.69, , ,
356.9,70.69, , ,
357,70.69, , ,
357.1,70.69, , ,
357.2,70.69, , ,
357.3,70.69, , ,
357.4,70.69, , ,
357.5,70.69, , ,
357.6,70.69, , ,
357.7,70.69, , ,
357.8,70.69, , ,
357.9,70.69, , ,
358,70.69, , ,
358.1,70.69, , ,
358.2,70.69, , ,
358.3,70.69, , ,
358.4,70.69, , ,
358.5,70.69, , ,
358.6,70.69, , ,
358.7,70.75, , ,
358.8,70.75, , ,
358.9,70.75, , ,
359,70.75, , ,
359.1,70.75, , ,
359.2,70.75, , ,
359.3,70.69, , ,
359.4,70.69, , ,
359.5,70.69, , ,
359.6,70.69, , ,
359.7,70.69, , ,
359.8,70.69, , ,
359.9,70.75, , ,
360,70.75, , ,
360.1,70.75, , ,
360.2,70.75, , ,
360.3,70.75, , ,
360.4,70.75, , ,
360.5,70.75, , ,
360.6,70.75, , ,
360.7,70.75, , ,
360.8,70.75, , ,
360.9,70.75, , ,
361,70.75, , ,
361.1,70.75, , ,
361.2,70.75, , ,
361.3,70.75, , ,
361.4,70.75, , ,
361.5,70.75, , ,
361.6,70.75, , ,
361.7,70.75, , ,
361.8,70.75, , ,
361.9,70.75, , ,
362,70.75, , ,
362.1,70.75, , ,
362.2,70.75, , ,
362.3,70.81, , ,
362.4,70.81, , ,
362.5,70.81, , ,
362.6,70.81, , ,
362.7,70.81, , ,
362.8,70.81, , ,
362.9,70.81, , ,
363,70.81, , ,
363.1,70.81, , ,
363.2,70.81, , ,
363.3,70.81, , ,
363.4,70.81, , ,
363.5,70.81, , ,
363.6,70.81, , ,
363.7,70.81, , ,
363.8,70.81, , ,
363.9,70.81, , ,
364,70.81, , ,
364.1,70.81, , ,
364.2,70.81, , ,
364.3,70.81, , ,
364.4,70.81, , ,
364.5,70.81, , ,
364.6,70.81, , ,
364.7,70.81, , ,
364.8,70.81, , ,
364.9,70.81, , ,
365,70.81, , ,
365.1,70.81, , ,
365.2,70.81, , ,
365.3,70.87, , ,
365.4,70.87, , ,
365.5,70.87, , ,
365.6,70.87, , ,
365.7,70.87, , ,
365.8,70.87, , ,
365.9,70.87, , ,
366,70.87, , ,
366.1,70.87, , ,
366.2,70.87, , ,
366.3,70.87, , ,
366.4,70.87, , ,
366.5,70.87, , ,
366.6,70.87, , ,
366.7,70.87, , ,
366.8,70.87, , ,
366.9,70.87, , ,
367,70.87, , ,
367.1,70.94, , ,
367.2,70.94, , ,
367.3,70.94, , ,
367.4,70.94, , ,
367.5,70.94, , ,
367.6,70.94, , ,
367.7,70.87, , ,
367.8,70.87, , ,
367.9,70.87, , ,
368,70.87, , ,
368.1,70.87, , ,
368.2,70.87, , ,
368.3,70.94, , ,
368.4,70.94, , ,
368.5,70.94, , ,
368.6,70.94, , ,
368.7,70.94, , ,
368.8,70.94, , ,
368.9,70.94, , ,
369,70.94, , ,
369.1,70.94, , ,
369.2,70.94, , ,
369.3,70.94, , ,
369.4,70.94, , ,
369.5,70.94, , ,
369.6,70.94, , ,
369.7,70.94, , ,
369.8,70.94, , ,
369.9,70.94, , ,
370,70.94, , ,
370.1,70.94, , ,
370.2,70.94, , ,
370.3,70.94, , ,
370.4,70.94, , ,
370.5,70.94, , ,
370.6,70.94, , ,
370.7,70.94, , ,
370.8,70.94, , ,
370.9,70.94, , ,
371,70.94, , ,
371.1,70.94, , ,
371.2,70.94, , ,
371.3,71, , ,
371.4,71, , ,
371.5,71, , ,
371.6,71, , ,
371.7,71, , ,
371.8,71, , ,
371.9,71, , ,
372,71, , ,
372.1,71, , ,
372.2,71, , ,
372.3,71, , ,
372.4,71, , ,
372.5,71, , ,
372.6,71, , ,
372.7,71, , ,
372.8,71, , ,
372.9,71, , ,
373,71, , ,
373.1,71, , ,
373.2,71, , ,
373.3,71, , ,
373.4,71, , ,
373.5,71, , ,
373.6,71, , ,
373.7,71, , ,
373.8,71, , ,
373.9,71, , ,
374,71, , ,
374.1,71, , ,
374.2,71, , ,
374.3,71.06, , ,
374.4,71.06, , ,
374.5,71.06, , ,
374.6,71.06, , ,
374.7,71.06, , ,
374.8,71.06, , ,
374.9,71, , ,
375,71, , ,
375.1,71, , ,
375.2,71, , ,
375.3,71, , ,
375.4,71, , ,
375.5,71, , ,
375.6,71, , ,
375.7,71, , ,
375.8,71, , ,
375.9,71, , ,
376,71, , ,
376.1,71.06, , ,
376.2,71.06, , ,
376.3,71.06, , ,
376.4,71.06, , ,
376.5,71.06, , ,
376.6,71.06, , ,
376.7,71, , ,
376.8,71, , ,
376.9,71, , ,
377,71, , ,
377.1,71, , ,
377.2,71, , ,
377.3,71.06, , ,
377.4,71.06, , ,
377.5,71.06, , ,
377.6,71.06, , ,
377.7,71.06, , ,
377.8,71.06, , ,
377.9,71, , ,
378,71, , ,
378.1,71, , ,
378.2,71, , ,
378.3,71, , ,
378.4,71, , ,
378.5,71.06, , ,
378.6,71.06, , ,
378.7,71.06, , ,
378.8,71.06, , ,
378.9,71.06, , ,
379,71.06, , ,
379.1,71.06, , ,
379.2,71.06, , ,
379.3,71.06, , ,
379.4,71.06, , ,
379.5,71.06, , ,
379.6,71.06, , ,
379.7,71.06, , ,
379.8,71.06, , ,
379.9,71.06, , ,
380,71.06, , ,
380.1,71.06, , ,
380.2,71.06, , ,
380.3,71.06, , ,
380.4,71.06, , ,
380.5,71.06, , ,
380.6,71.06, , ,
380.7,71.06, , ,
380.8,71.06, , ,
380.9,71.06, , ,
381,71.06, , ,
381.1,71.06, , ,
381.2,71.06, , ,
381.3,71.06, , ,
381.4,71.06, , ,
381.5,71.06, , ,
381.6,71.06, , ,
381.7,71.06, , ,
381.8,71.06, , ,
381.9,71.06, , ,
382,71.06, , ,
382.1,71.06, , ,
382.2,71.06, , ,
382.3,71.06, , ,
382.4,71.06, , ,
382.5,71.06, , ,
382.6,71.06, , ,
382.7,71.12, , ,
382.8,71.12, , ,
382.9,71.12, , ,
383,71.12, , ,
383.1,71.12, , ,
383.2,71.12, , ,
383.3,71.12, , ,
383.4,71.12, , ,
383.5,71.12, , ,
383.6,71.12, , ,
383.7,71.12, , ,
383.8,71.12, , ,
383.9,71.12, , ,
384,71.12, , ,
384.1,71.12, , ,
384.2,71.12, , ,
384.3,71.12, , ,
384.4,71.12, , ,
384.5,71.12, , ,
384.6,71.12, , ,
384.7,71.12, , ,
384.8,71.12, , ,
384.9,71.12, , ,
385,71.12, , ,
385.1,71.06, , ,
385.2,71.06, , ,
385.3,71.06, , ,
385.4,71.06, , ,
385.5,71.06, , ,
385.6,71.06, , ,
385.7,71.12, , ,
385.8,71.12, , ,
385.9,71.12, , ,
386,71.12, , ,
386.1,71.12, , ,
386.2,71.12, , ,
386.3,71.12, , ,
386.4,71.12, , ,
386.5,71.12, , ,
386.6,71.12, , ,
386.7,71.12, , ,
386.8,71.12, , ,
386.9,71.12, , ,
387,71.12, , ,
387.1,71.12, , ,
387.2,71.12, , ,
387.3,71.12, , ,
387.4,71.12, , ,
387.5,71.06, , ,
387.6,71.06, , ,
387.7,71.06, , ,
387.8,71.06, , ,
387.9,71.06, , ,
388,71.06, , ,
388.1,71.06, , ,
388.2,71.06, , ,
388.3,71.06, , ,
388.4,71.06, , ,
388.5,71.06, , ,
388.6,71.06, , ,
388.7,71.06, , ,
388.8,71.06, , ,
388.9,71.06, , ,
389,71.06, , ,
389.1,71.06, , ,
389.2,71.06, , ,
389.3,71.06, , ,
389.4,71.06, , ,
389.5,71.06, , ,
389.6,71.06, , ,
389.7,71.06, , ,
389.8,71.06, , ,
389.9,71.06, , ,
390,71.06, , ,
390.1,71.06, , ,
390.2,71.06, , ,
390.3,71.06, , ,
390.4,71.06, , ,
390.5,71.06, , ,
390.6,71.06, , ,
390.7,71.06, , ,
390.8,71.06, , ,
390.9,71.06, , ,
391,71.06, , ,
391.1,71.06, , ,
391.2,71.06, , ,
391.3,71.06, , ,
391.4,71.06, , ,
391.5,71.06, , ,
391.6,71.06, , ,
391.7,71.06, , ,
391.8,71.06, , ,
391.9,71.06, , ,
392,71.06, , ,
392.1,71.06, , ,
392.2,71.06, , ,
392.3,71.06, , ,
392.4,71.06, , ,
392.5,71.06, , ,
392.6,71.06, , ,
392.7,71.06, , ,
392.8,71.06, , ,
392.9,71.06, , ,
393,71.06, , ,
393.1,71.06, , ,
393.2,71.06, , ,
393.3,71.06, , ,
393.4,71.06, , ,
393.5,71.06, , ,
393.6,71.06, , ,
393.7,71.06, , ,
393.8,71.06, , ,
393.9,71.06, , ,
394,71.06, , ,
394.1,71.06, , ,
394.2,71.06, , ,
394.3,71.06, , ,
394.4,71.06, , ,
394.5,71.06, , ,
394.6,71.06, , ,
394.7,71.06, , ,
394.8,71.06, , ,
394.9,71.06, , ,
395,71.06, , ,
395.1,71.06, , ,
395.2,71.06, , ,
395.3,71.06, , ,
395.4,71.06, , ,
395.5,71.06, , ,
395.6,71.06, , ,
395.7,71.06, , ,
395.8,71.06, , ,
395.9,71.06, , ,
396,71.06, , ,
396.1,71.06, , ,
396.2,71.06, , ,
396.3,71.06, , ,
396.4,71.06, , ,
396.5,71.06, , ,
396.6,71.06, , ,
396.7,71.06, , ,
396.8,71.06, , ,
396.9,71.06, , ,
397,71.06, , ,
397.1,71.06, , ,
397.2,71.06, , ,
397.3,71.06, , ,
397.4,71.06, , ,
397.5,71.06, , ,
397.6,71.06, , ,
397.7,71.12, , ,
397.8,71.12, , ,
397.9,71.12, , ,
398,71.12, , ,
398.1,71.12, , ,
398.2,71.12, , ,
398.3,71.12, , ,
398.4,71.12, , ,
398.5,71.12, , ,
398.6,71.12, , ,
398.7,71.12, , ,
398.8,71.12, , ,
398.9,71.12, , ,
399,71.12, , ,
399.1,71.12, , ,
399.2,71.12, , ,
399.3,71.12, , ,
399.4,71.12, , ,
399.5,71.12, , ,
399.6,71.12, , ,
399.7,71.12, , ,
399.8,71.12, , ,
399.9,71.12, , ,
400,71.12, , ,
400.1,71.19, , ,
400.2,71.19, , ,
400.3,71.19, , ,
400.4,71.19, , ,
400.5,71.19, , ,
400.6,71.19, , ,
400.7,71.12, , ,
400.8,71.12, , ,
400.9,71.12, , ,
401,71.12, , ,
401.1,71.12, , ,
401.2,71.12, , ,
401.3,71.19, , ,
401.4,71.19, , ,
401.5,71.19, , ,
401.6,71.19, , ,
401.7,71.19, , ,
401.8,71.19, , ,
401.9,71.19, , ,
402,71.19, , ,
402.1,71.19, , ,
402.2,71.19, , ,
402.3,71.19, , ,
402.4,71.19, , ,
402.5,71.19, , ,
402.6,71.19, , ,
402.7,71.19, , ,
402.8,71.19, , ,
402.9,71.19, , ,
403,71.19, , ,
403.1,71.19, , ,
403.2,71.19, , ,
403.3,71.19, , ,
403.4,71.19, , ,
403.5,71.19, , ,
403.6,71.19, , ,
403.7,71.19, , ,
403.8,71.19, , ,
403.9,71.19, , ,
404,71.19, , ,
404.1,71.19, , ,
404.2,71.19, , ,
404.3,71.19, , ,
404.4,71.19, , ,
404.5,71.19, , ,
404.6,71.19, , ,
404.7,71.19, , ,
404.8,71.19, , ,
404.9,71.19, , ,
405,71.19, , ,
405.1,71.19, , ,
405.2,71.19, , ,
405.3,71.19, , ,
405.4,71.19, , ,
405.5,71.25, , ,
405.6,71.25, , ,
405.7,71.25, , ,
405.8,71.25, , ,
405.9,71.25, , ,
406,71.25, , ,
406.1,71.25, , ,
406.2,71.25, , ,
406.3,71.25, , ,
406.4,71.25, , ,
406.5,71.25, , ,
406.6,71.25, , ,
406.7,71.25, , ,
406.8,71.25, , ,
406.9,71.25, , ,
407,71.25, , ,
407.1,71.25, , ,
407.2,71.25, , ,
407.3,71.25, , ,
407.4,71.25, , ,
407.5,71.25, , ,
407.6,71.25, , ,
407.7,71.25, , ,
407.8,71.25, , ,
407.9,71.25, , ,
408,71.25, , ,
408.1,71.25, , ,
408.2,71.25, , ,
408.3,71.25, , ,
408.4,71.25, , ,
408.5,71.25, , ,
408.6,71.25, , ,
408.7,71.25, , ,
408.8,71.25, , ,
408.9,71.25, , ,
409,71.25, , ,
409.1,71.25, , ,
409.2,71.25, , ,
409.3,71.25, , ,
409.4,71.25, , ,
409.5,71.25, , ,
409.6,71.25, , ,
409.7,71.25, , ,
409.8,71.25, , ,
409.9,71.25, , ,
410,71.25, , ,
410.1,71.25, , ,
410.2,71.25, , ,
410.3,71.25, , ,
410.4,71.25, , ,
410.5,71.25, , ,
410.6,71.25, , ,
410.7,71.25, , ,
410.8,71.25, , ,
410.9,71.25, , ,
411,71.25, , ,
411.1,71.25, , ,
411.2,71.25, , ,
411.3,71.25, , ,
411.4,71.25, , ,
411.5,71.31, , ,
411.6,71.31, , ,
411.7,71.31, , ,
411.8,71.31, , ,
411.9,71.31, , ,
412,71.31, , ,
412.1,71.31, , ,
412.2,71.31, , ,
412.3,71.31, , ,
412.4,71.31, , ,
412.5,71.31, , ,
412.6,71.31, , ,
412.7,71.37, , ,
412.8,71.37, , ,
412.9,71.37, , ,
413,71.37, , ,
413.1,71.37, , ,
413.2,71.37, , ,
413.3,71.31, , ,
413.4,71.31, , ,
413.5,71.31, , ,
413.6,71.31, , ,
413.7,71.31, , ,
413.8,71.31, , ,
413.9,71.37, , ,
414,71.37, , ,
414.1,71.37, , ,
414.2,71.37, , ,
414.3,71.37, , ,
414.4,71.37, , ,
414.5,71.37, , ,
414.6,71.37, , ,
414.7,71.37, , ,
414.8,71.37, , ,
414.9,71.37, , ,
415,71.37, , ,
415.1,71.37, , ,
415.2,71.37, , ,
415.3,71.37, , ,
415.4,71.37, , ,
415.5,71.37, , ,
415.6,71.37, , ,
415.7,71.37, , ,
415.8,71.37, , ,
415.9,71.37, , ,
416,71.37, , ,
416.1,71.37, , ,
416.2,71.37, , ,
416.3,71.37, , ,
416.4,71.37, , ,
416.5,71.37, , ,
416.6,71.37, , ,
416.7,71.37, , ,
416.8,71.37, , ,
416.9,71.37, , ,
417,71.37, , ,
417.1,71.37, , ,
417.2,71.37, , ,
417.3,71.37, , ,
417.4,71.37, , ,
417.5,71.37, , ,
417.6,71.37, , ,
417.7,71.37, , ,
417.8,71.37, , ,
417.9,71.37, , ,
418,71.37, , ,
418.1,71.37, , ,
418.2,71.37, , ,
418.3,71.37, , ,
418.4,71.37, , ,
418.5,71.37, , ,
418.6,71.37, , ,
418.7,71.37, , ,
418.8,71.37, , ,
418.9,71.37, , ,
419,71.37, , ,
419.1,71.37, , ,
419.2,71.37, , ,
419.3,71.37, , ,
419.4,71.37, , ,
419.5,71.37, , ,
419.6,71.37, , ,
419.7,71.37, , ,
419.8,71.37, , ,
419.9,71.37, , ,
420,71.37, , ,
420.1,71.37, , ,
420.2,71.37, , ,
420.3,71.37, , ,
420.4,71.37, , ,
420.5,71.44, , ,
420.6,71.44, , ,
420.7,71.44, , ,
420.8,71.44, , ,
420.9,71.44, , ,
421,71.44, , ,
421.1,71.44, , ,
421.2,71.44, , ,
421.3,71.44, , ,
421.4,71.44, , ,
421.5,71.44, , ,
421.6,71.44, , ,
421.7,71.44, , ,
421.8,71.44, , ,
421.9,71.44, , ,
422,71.44, , ,
422.1,71.44, , ,
422.2,71.44, , ,
422.3,71.44, , ,
422.4,71.44, , ,
422.5,71.44, , ,
422.6,71.44, , ,
422.7,71.44, , ,
422.8,71.44, , ,
422.9,71.5, , ,
423,71.5, , ,
423.1,71.5, , ,
423.2,71.5, , ,
423.3,71.5, , ,
423.4,71.5, , ,
423.5,71.44, , ,
423.6,71.44, , ,
423.7,71.44, , ,
423.8,71.44, , ,
423.9,71.44, , ,
424,71.44, , ,
424.1,71.44, , ,
424.2,71.44, , ,
424.3,71.44, , ,
424.4,71.44, , ,
424.5,71.44, , ,
424.6,71.44, , ,
424.7,71.5, , ,
424.8,71.5, , ,
424.9,71.5, , ,
425,71.5, , ,
425.1,71.5, , ,
425.2,71.5, , ,
425.3,71.5, , ,
425.4,71.5, , ,
425.5,71.5, , ,
425.6,71.5, , ,
425.7,71.5, , ,
425.8,71.5, , ,
425.9,71.5, , ,
426,71.5, , ,
426.1,71.5, , ,
426.2,71.5, , ,
426.3,71.5, , ,
426.4,71.5, , ,
426.5,71.5, , ,
426.6,71.5, , ,
426.7,71.5, , ,
426.8,71.5, , ,
426.9,71.5, , ,
427,71.5, , ,
427.1,71.5, , ,
427.2,71.5, , ,
427.3,71.5, , ,
427.4,71.5, , ,
427.5,71.5, , ,
427.6,71.5, , ,
427.7,71.5, , ,
427.8,71.5, , ,
427.9,71.5, , ,
428,71.5, , ,
428.1,71.5, , ,
428.2,71.5, , ,
428.3,71.5, , ,
428.4,71.5, , ,
428.5,71.5, , ,
428.6,71.5, , ,
428.7,71.5, , ,
428.8,71.5, , ,
428.9,71.5, , ,
429,71.5, , ,
429.1,71.5, , ,
429.2,71.5, , ,
429.3,71.5, , ,
429.4,71.5, , ,
429.5,71.5, , ,
429.6,71.5, , ,
429.7,71.5, , ,
429.8,71.5, , ,
429.9,71.5, , ,
430,71.5, , ,
430.1,71.5, , ,
430.2,71.5, , ,
430.3,71.5, , ,
430.4,71.5, , ,
430.5,71.5, , ,
430.6,71.5, , ,
430.7,71.5, , ,
430.8,71.5, , ,
430.9,71.5, , ,
431,71.5, , ,
431.1,71.5, , ,
431.2,71.5, , ,
431.3,71.5, , ,
431.4,71.5, , ,
431.5,71.5, , ,
431.6,71.5, , ,
431.7,71.5, , ,
431.8,71.5, , ,
431.9,71.56, , ,
432,71.56, , ,
432.1,71.56, , ,
432.2,71.56, , ,
432.3,71.56, , ,
432.4,71.56, , ,
432.5,71.56, , ,
432.6,71.56, , ,
432.7,71.56, , ,
432.8,71.56, , ,
432.9,71.56, , ,
433,71.56, , ,
433.1,71.56, , ,
433.2,71.56, , ,
433.3,71.56, , ,
433.4,71.56, , ,
433.5,71.56, , ,
433.6,71.56, , ,
433.7,71.56, , ,
433.8,71.56, , ,
433.9,71.56, , ,
434,71.56, , ,
434.1,71.56, , ,
434.2,71.56, , ,
434.3,71.56, , ,
434.4,71.56, , ,
434.5,71.56, , ,
434.6,71.56, , ,
434.7,71.56, , ,
434.8,71.56, , ,
434.9,71.62, , ,
435,71.62, , ,
435.1,71.62, , ,
435.2,71.62, , ,
435.3,71.62, , ,
435.4,71.62, , ,
435.5,71.62, , ,
435.6,71.62, , ,
435.7,71.62, , ,
435.8,71.62, , ,
435.9,71.62, , ,
436,71.62, , ,
436.1,71.62, , ,
436.2,71.62, , ,
436.3,71.62, , ,
436.4,71.62, , ,
436.5,71.62, , ,
436.6,71.62, , ,
436.7,71.62, , ,
436.8,71.62, , ,
436.9,71.62, , ,
437,71.62, , ,
437.1,71.62, , ,
437.2,71.62, , ,
437.3,71.62, , ,
437.4,71.62, , ,
437.5,71.62, , ,
437.6,71.62, , ,
437.7,71.62, , ,
437.8,71.62, , ,
437.9,71.62, , ,
438,71.62, , ,
438.1,71.62, , ,
438.2,71.62, , ,
438.3,71.62, , ,
438.4,71.62, , ,
438.5,71.62, , ,
438.6,71.62, , ,
438.7,71.62, , ,
438.8,71.62, , ,
438.9,71.62, , ,
439,71.62, , ,
439.1,71.69, , ,
439.2,71.69, , ,
439.3,71.69, , ,
439.4,71.69, , ,
439.5,71.69, , ,
439.6,71.69, , ,
439.7,71.62, , ,
439.8,71.62, , ,
439.9,71.62, , ,
440,71.62, , ,
440.1,71.62, , ,
440.2,71.62, , ,
440.3,71.62, , ,
440.4,71.62, , ,
440.5,71.62, , ,
440.6,71.62, , ,
440.7,71.62, , ,
440.8,71.62, , ,
440.9,71.69, , ,
441,71.69, , ,
441.1,71.69, , ,
441.2,71.69, , ,
441.3,71.69, , ,
441.4,71.69, , ,
441.5,71.69, , ,
441.6,71.69, , ,
441.7,71.69, , ,
441.8,71.69, , ,
441.9,71.69, , ,
442,71.69, , ,
442.1,71.62, , ,
442.2,71.62, , ,
442.3,71.62, , ,
442.4,71.62, , ,
442.5,71.62, , ,
442.6,71.62, , ,
442.7,71.62, , ,
442.8,71.62, , ,
442.9,71.62, , ,
443,71.62, , ,
443.1,71.62, , ,
443.2,71.62, , ,
443.3,71.62, , ,
443.4,71.62, , ,
443.5,71.62, , ,
443.6,71.62, , ,
443.7,71.62, , ,
443.8,71.62, , ,
443.9,71.62, , ,
444,71.62, , ,
444.1,71.62, , ,
444.2,71.62, , ,
444.3,71.62, , ,
444.4,71.62, , ,
444.5,71.62, , ,
444.6,71.62, , ,
444.7,71.62, , ,
444.8,71.62, , ,
444.9,71.62, , ,
445,71.62, , ,
445.1,71.69, , ,
445.2,71.69, , ,
445.3,71.69, , ,
445.4,71.69, , ,
445.5,71.69, , ,
445.6,71.69, , ,
445.7,71.62, , ,
445.8,71.62, , ,
445.9,71.62, , ,
446,71.62, , ,
446.1,71.62, , ,
446.2,71.62, , ,
446.3,71.69, , ,
446.4,71.69, , ,
446.5,71.69, , ,
446.6,71.69, , ,
446.7,71.69, , ,
446.8,71.69, , ,
446.9,71.69, , ,
447,71.69, , ,
447.1,71.69, , ,
447.2,71.69, , ,
447.3,71.69, , ,
447.4,71.69, , ,
447.5,71.62, , ,
447.6,71.62, , ,
447.7,71.62, , ,
447.8,71.62, , ,
447.9,71.62, , ,
448,71.62, , ,
448.1,71.69, , ,
448.2,71.69, , ,
448.3,71.69, , ,
448.4,71.69, , ,
448.5,71.69, , ,
448.6,71.69, , ,
448.7,71.69, , ,
448.8,71.69, , ,
448.9,71.69, , ,
449,71.69, , ,
449.1,71.69, , ,
449.2,71.69, , ,
449.3,71.69, , ,
449.4,71.69, , ,
449.5,71.69, , ,
449.6,71.69, , ,
449.7,71.69, , ,
449.8,71.69, , ,
449.9,71.69, , ,
450,71.69, , ,
450.1,71.69, , ,
450.2,71.69, , ,
450.3,71.69, , ,
450.4,71.69, , ,
450.5,71.69, , ,
450.6,71.69, , ,
450.7,71.69, , ,
450.8,71.69, , ,
450.9,71.69, , ,
451,71.69, , ,
451.1,71.69, , ,
451.2,71.69, , ,
451.3,71.69, , ,
451.4,71.69, , ,
451.5,71.69, , ,
451.6,71.69, , ,
451.7,71.69, , ,
451.8,71.69, , ,
451.9,71.69, , ,
452,71.69, , ,
452.1,71.69, , ,
452.2,71.69, , ,
452.3,71.69, , ,
452.4,71.69, , ,
452.5,71.69, , ,
452.6,71.69, , ,
452.7,71.69, , ,
452.8,71.69, , ,
452.9,71.75, , ,
453,71.75, , ,
453.1,71.75, , ,
453.2,71.75, , ,
453.3,71.75, , ,
453.4,71.75, , ,
453.5,71.75, , ,
453.6,71.75, , ,
453.7,71.75, , ,
453.8,71.75, , ,
453.9,71.75, , ,
454,71.75, , ,
454.1,71.75, , ,
454.2,71.75, , ,
454.3,71.75, , ,
454.4,71.75, , ,
454.5,71.75, , ,
454.6,71.75, , ,
454.7,71.75, , ,
454.8,71.75, , ,
454.9,71.75, , ,
455,71.75, , ,
455.1,71.75, , ,
455.2,71.75, , ,
455.3,71.75, , ,
455.4,71.75, , ,
455.5,71.75, , ,
455.6,71.75, , ,
455.7,71.75, , ,
455.8,71.75, , ,
455.9,71.75, , ,
456,71.75, , ,
456.1,71.75, , ,
456.2,71.75, , ,
456.3,71.75, , ,
456.4,71.75, , ,
456.5,71.81, , ,
456.6,71.81, , ,
456.7,71.81, , ,
456.8,71.81, , ,
456.9,71.81, , ,
457,71.81, , ,
457.1,71.81, , ,
457.2,71.81, , ,
457.3,71.81, , ,
457.4,71.81, , ,
457.5,71.81, , ,
457.6,71.81, , ,
457.7,71.81, , ,
457.8,71.81, , ,
457.9,71.81, , ,
458,71.81, , ,
458.1,71.81, , ,
458.2,71.81, , ,
458.3,71.81, , ,
458.4,71.81, , ,
458.5,71.81, , ,
458.6,71.81, , ,
458.7,71.81, , ,
458.8,71.81, , ,
458.9,71.87, , ,
459,71.87, , ,
459.1,71.87, , ,
459.2,71.87, , ,
459.3,71.87, , ,
459.4,71.87, , ,
459.5,71.87, , ,
459.6,71.87, , ,
459.7,71.87, , ,
459.8,71.87, , ,
459.9,71.87, , ,
460,71.87, , ,
460.1,71.94, , ,
460.2,71.94, , ,
460.3,71.94, , ,
460.4,71.94, , ,
460.5,71.94, , ,
460.6,71.94, , ,
460.7,71.94, , ,
460.8,71.94, , ,
460.9,71.94, , ,
461,71.94, , ,
461.1,71.94, , ,
461.2,71.94, , ,
461.3,71.94, , ,
461.4,71.94, , ,
461.5,71.94, , ,
461.6,71.94, , ,
461.7,71.94, , ,
461.8,71.94, , ,
461.9,71.94, , ,
462,71.94, , ,
462.1,71.94, , ,
462.2,71.94, , ,
462.3,71.94, , ,
462.4,71.94, , ,
462.5,71.94, , ,
462.6,71.94, , ,
462.7,71.94, , ,
462.8,71.94, , ,
462.9,71.94, , ,
463,71.94, , ,
463.1,72, , ,
463.2,72, , ,
463.3,72, , ,
463.4,72, , ,
463.5,72, , ,
463.6,72, , ,
463.7,72, , ,
463.8,72, , ,
463.9,72, , ,
464,72, , ,
464.1,72, , ,
464.2,72, , ,
464.3,72, , ,
464.4,72, , ,
464.5,72, , ,
464.6,72, , ,
464.7,72, , ,
464.8,72, , ,
464.9,72, , ,
465,72, , ,
465.1,72, , ,
465.2,72, , ,
465.3,72, , ,
465.4,72, , ,
465.5,72, , ,
465.6,72, , ,
465.7,72, , ,
465.8,72, , ,
465.9,72, , ,
466,72, , ,
466.1,72, , ,
466.2,72, , ,
466.3,72, , ,
466.4,72, , ,
466.5,72, , ,
466.6,72, , ,
466.7,72, , ,
466.8,72, , ,
466.9,72, , ,
467,72, , ,
467.1,72, , ,
467.2,72, , ,
467.3,72, , ,
467.4,72, , ,
467.5,72, , ,
467.6,72, , ,
467.7,72, , ,
467.8,72, , ,
467.9,72, , ,
468,72, , ,
468.1,72, , ,
468.2,72, , ,
468.3,72, , ,
468.4,72, , ,
468.5,72, , ,
468.6,72, , ,
468.7,72, , ,
468.8,72, , ,
468.9,72, , ,
469,72, , ,
469.1,72, , ,
469.2,72, , ,
469.3,72, , ,
469.4,72, , ,
469.5,72, , ,
469.6,72, , ,
469.7,72, , ,
469.8,72, , ,
469.9,72, , ,
470,72, , ,
470.1,72, , ,
470.2,72, , ,
470.3,72, , ,
470.4,72, , ,
470.5,72, , ,
470.6,72, , ,
470.7,72, , ,
470.8,72, , ,
470.9,72, , ,
471,72, , ,
471.1,72, , ,
471.2,72, , ,
471.3,72, , ,
471.4,72, , ,
471.5,72.06, , ,
471.6,72.06, , ,
471.7,72.06, , ,
471.8,72.06, , ,
471.9,72.06, , ,
472,72.06, , ,
472.1,72.06, , ,
472.2,72.06, , ,
472.3,72.06, , ,
472.4,72.06, , ,
472.5,72.06, , ,
