x0000,y0000,x0001,y0001
112.7,59.63, , ,
112.8,59.63, , ,
112.9,59.63, , ,
113,59.63, , ,
113.1,59.63, , ,
113.2,59.63, , ,
113.3,59.69, , ,
113.4,59.69, , ,
113.5,59.69, , ,
113.6,59.69, , ,
113.7,59.69, , ,
113.8,59.69, , ,
113.9,59.75, , ,
114,59.75, , ,
114.1,59.75, , ,
114.2,59.75, , ,
114.3,59.75, , ,
114.4,59.75, , ,
114.5,59.81, , ,
114.6,59.81, , ,
114.7,59.81, , ,
114.8,59.81, , ,
114.9,59.81, , ,
115,59.81, , ,
115.1,59.88, , ,
115.2,59.88, , ,
115.3,59.88, , ,
115.4,59.88, , ,
115.5,59.88, , ,
115.6,59.88, , ,
115.7,59.94, , ,
115.8,59.94, , ,
115.9,59.94, , ,
116,59.94, , ,
116.1,59.94, , ,
116.2,59.94, , ,
116.3,60, , ,
116.4,60, , ,
116.5,60, , ,
116.6,60, , ,
116.7,60, , ,
116.8,60, , ,
116.9,60.06, , ,
117,60.06, , ,
117.1,60.06, , ,
117.2,60.06, , ,
117.3,60.06, , ,
117.4,60.06, , ,
117.5,60.13, , ,
117.6,60.13, , ,
117.7,60.13, , ,
117.8,60.13, , ,
117.9,60.13, , ,
118,60.13, , ,
118.1,60.19, , ,
118.2,60.19, , ,
118.3,60.19, , ,
118.4,60.19, , ,
118.5,60.19, , ,
118.6,60.19, , ,
118.7,60.25, , ,
118.8,60.25, , ,
118.9,60.25, , ,
119,60.25, , ,
119.1,60.25, , ,
119.2,60.25, , ,
119.3,60.31, , ,
119.4,60.31, , ,
119.5,60.31, , ,
119.6,60.31, , ,
119.7,60.31, , ,
119.8,60.31, , ,
119.9,60.38, , ,
120,60.38, , ,
120.1,60.38, , ,
120.2,60.38, , ,
120.3,60.38, , ,
120.4,60.38, , ,
120.5,60.44, , ,
120.6,60.44, , ,
120.7,60.44, , ,
120.8,60.44, , ,
120.9,60.44, , ,
121,60.44, , ,
121.1,60.56, , ,
121.2,60.56, , ,
121.3,60.56, , ,
121.4,60.56, , ,
121.5,60.56, , ,
121.6,60.56, , ,
121.7,60.56, , ,
121.8,60.56, , ,
121.9,60.56, , ,
122,60.56, , ,
122.1,60.56, , ,
122.2,60.56, , ,
122.3,60.63, , ,
122.4,60.63, , ,
122.5,60.63, , ,
122.6,60.63, , ,
122.7,60.63, , ,
122.8,60.63, , ,
122.9,60.69, , ,
123,60.69, , ,
123.1,60.69, , ,
123.2,60.69, , ,
123.3,60.69, , ,
123.4,60.69, , ,
123.5,60.75, , ,
123.6,60.75, , ,
123.7,60.75, , ,
123.8,60.75, , ,
123.9,60.75, , ,
124,60.75, , ,
124.1,60.88, , ,
124.2,60.88, , ,
124.3,60.88, , ,
124.4,60.88, , ,
124.5,60.88, , ,
124.6,60.88, , ,
124.7,60.94, , ,
124.8,60.94, , ,
124.9,60.94, , ,
125,60.94, , ,
125.1,60.94, , ,
125.2,60.94, , ,
125.3,60.94, , ,
125.4,60.94, , ,
125.5,60.94, , ,
125.6,60.94, , ,
125.7,60.94, , ,
125.8,60.94, , ,
125.9,61, , ,
126,61, , ,
126.1,61, , ,
126.2,61, , ,
126.3,61, , ,
126.4,61, , ,
126.5,61.06, , ,
126.6,61.06, , ,
126.7,61.06, , ,
126.8,61.06, , ,
126.9,61.06, , ,
127,61.06, , ,
127.1,61.13, , ,
127.2,61.13, , ,
127.3,61.13, , ,
127.4,61.13, , ,
127.5,61.13, , ,
127.6,61.13, , ,
127.7,61.19, , ,
127.8,61.19, , ,
127.9,61.19, , ,
128,61.19, , ,
128.1,61.19, , ,
128.2,61.19, , ,
128.3,61.25, , ,
128.4,61.25, , ,
128.5,61.25, , ,
128.6,61.25, , ,
128.7,61.25, , ,
128.8,61.25, , ,
128.9,61.31, , ,
129,61.31, , ,
129.1,61.31, , ,
129.2,61.31, , ,
129.3,61.31, , ,
129.4,61.31, , ,
129.5,61.38, , ,
129.6,61.38, , ,
129.7,61.38, , ,
129.8,61.38, , ,
129.9,61.38, , ,
130,61.38, , ,
130.1,61.44, , ,
130.2,61.44, , ,
130.3,61.44, , ,
130.4,61.44, , ,
130.5,61.44, , ,
130.6,61.44, , ,
130.7,61.44, , ,
130.8,61.44, , ,
130.9,61.44, , ,
131,61.44, , ,
131.1,61.44, , ,
131.2,61.44, , ,
131.3,61.5, , ,
131.4,61.5, , ,
131.5,61.5, , ,
131.6,61.5, , ,
131.7,61.5, , ,
131.8,61.5, , ,
131.9,61.56, , ,
132,61.56, , ,
132.1,61.56, , ,
132.2,61.56, , ,
132.3,61.56, , ,
132.4,61.56, , ,
132.5,61.63, , ,
132.6,61.63, , ,
132.7,61.63, , ,
132.8,61.63, , ,
132.9,61.63, , ,
133,61.63, , ,
133.1,61.63, , ,
133.2,61.63, , ,
133.3,61.63, , ,
133.4,61.63, , ,
133.5,61.63, , ,
133.6,61.63, , ,
133.7,61.69, , ,
133.8,61.69, , ,
133.9,61.69, , ,
134,61.69, , ,
134.1,61.69, , ,
134.2,61.69, , ,
134.3,61.75, , ,
134.4,61.75, , ,
134.5,61.75, , ,
134.6,61.75, , ,
134.7,61.75, , ,
134.8,61.75, , ,
134.9,61.81, , ,
135,61.81, , ,
135.1,61.81, , ,
135.2,61.81, , ,
135.3,61.81, , ,
135.4,61.81, , ,
135.5,61.88, , ,
135.6,61.88, , ,
135.7,61.88, , ,
135.8,61.88, , ,
135.9,61.88, , ,
136,61.88, , ,
136.1,61.88, , ,
136.2,61.88, , ,
136.3,61.88, , ,
136.4,61.88, , ,
136.5,61.88, , ,
136.6,61.88, , ,
136.7,61.94, , ,
136.8,61.94, , ,
136.9,61.94, , ,
137,61.94, , ,
137.1,61.94, , ,
137.2,61.94, , ,
137.3,62.06, , ,
137.4,62.06, , ,
137.5,62.06, , ,
137.6,62.06, , ,
137.7,62.06, , ,
137.8,62.06, , ,
137.9,62.06, , ,
138,62.06, , ,
138.1,62.06, , ,
138.2,62.06, , ,
138.3,62.06, , ,
138.4,62.06, , ,
138.5,62.13, , ,
138.6,62.13, , ,
138.7,62.13, , ,
138.8,62.13, , ,
138.9,62.13, , ,
139,62.13, , ,
139.1,62.19, , ,
139.2,62.19, , ,
139.3,62.19, , ,
139.4,62.19, , ,
139.5,62.19, , ,
139.6,62.19, , ,
139.7,62.25, , ,
139.8,62.25, , ,
139.9,62.25, , ,
140,62.25, , ,
140.1,62.25, , ,
140.2,62.25, , ,
140.3,62.25, , ,
140.4,62.25, , ,
140.5,62.25, , ,
140.6,62.25, , ,
140.7,62.25, , ,
140.8,62.25, , ,
140.9,62.31, , ,
141,62.31, , ,
141.1,62.31, , ,
141.2,62.31, , ,
141.3,62.31, , ,
141.4,62.31, , ,
141.5,62.38, , ,
141.6,62.38, , ,
141.7,62.38, , ,
141.8,62.38, , ,
141.9,62.38, , ,
142,62.38, , ,
142.1,62.44, , ,
142.2,62.44, , ,
142.3,62.44, , ,
142.4,62.44, , ,
142.5,62.44, , ,
142.6,62.44, , ,
142.7,62.5, , ,
142.8,62.5, , ,
142.9,62.5, , ,
143,62.5, , ,
143.1,62.5, , ,
143.2,62.5, , ,
143.3,62.5, , ,
143.4,62.5, , ,
143.5,62.5, , ,
143.6,62.5, , ,
143.7,62.5, , ,
143.8,62.5, , ,
143.9,62.56, , ,
144,62.56, , ,
144.1,62.56, , ,
144.2,62.56, , ,
144.3,62.56, , ,
144.4,62.56, , ,
144.5,62.63, , ,
144.6,62.63, , ,
144.7,62.63, , ,
144.8,62.63, , ,
144.9,62.63, , ,
145,62.63, , ,
145.1,62.69, , ,
145.2,62.69, , ,
145.3,62.69, , ,
145.4,62.69, , ,
145.5,62.69, , ,
145.6,62.69, , ,
145.7,62.69, , ,
145.8,62.69, , ,
145.9,62.69, , ,
146,62.69, , ,
146.1,62.69, , ,
146.2,62.69, , ,
146.3,62.75, , ,
146.4,62.75, , ,
146.5,62.75, , ,
146.6,62.75, , ,
146.7,62.75, , ,
146.8,62.75, , ,
146.9,62.81, , ,
147,62.81, , ,
147.1,62.81, , ,
147.2,62.81, , ,
147.3,62.81, , ,
147.4,62.81, , ,
147.5,62.88, , ,
147.6,62.88, , ,
147.7,62.88, , ,
147.8,62.88, , ,
147.9,62.88, , ,
148,62.88, , ,
148.1,62.88, , ,
148.2,62.88, , ,
148.3,62.88, , ,
148.4,62.88, , ,
148.5,62.88, , ,
148.6,62.88, , ,
148.7,62.94, , ,
148.8,62.94, , ,
148.9,62.94, , ,
149,62.94, , ,
149.1,62.94, , ,
149.2,62.94, , ,
149.3,63, , ,
149.4,63, , ,
149.5,63, , ,
149.6,63, , ,
149.7,63, , ,
149.8,63, , ,
149.9,63.06, , ,
150,63.06, , ,
150.1,63.06, , ,
150.2,63.06, , ,
150.3,63.06, , ,
150.4,63.06, , ,
150.5,63.06, , ,
150.6,63.06, , ,
150.7,63.06, , ,
150.8,63.06, , ,
150.9,63.06, , ,
151,63.06, , ,
151.1,63.13, , ,
151.2,63.13, , ,
151.3,63.13, , ,
151.4,63.13, , ,
151.5,63.13, , ,
151.6,63.13, , ,
151.7,63.19, , ,
151.8,63.19, , ,
151.9,63.19, , ,
152,63.19, , ,
152.1,63.19, , ,
152.2,63.19, , ,
152.3,63.25, , ,
152.4,63.25, , ,
152.5,63.25, , ,
152.6,63.25, , ,
152.7,63.25, , ,
152.8,63.25, , ,
152.9,63.25, , ,
153,63.25, , ,
153.1,63.25, , ,
153.2,63.25, , ,
153.3,63.25, , ,
153.4,63.25, , ,
153.5,63.31, , ,
153.6,63.31, , ,
153.7,63.31, , ,
153.8,63.31, , ,
153.9,63.31, , ,
154,63.31, , ,
154.1,63.38, , ,
154.2,63.38, , ,
154.3,63.38, , ,
154.4,63.38, , ,
154.5,63.38, , ,
154.6,63.38, , ,
154.7,63.44, , ,
154.8,63.44, , ,
154.9,63.44, , ,
155,63.44, , ,
155.1,63.44, , ,
155.2,63.44, , ,
155.3,63.5, , ,
155.4,63.5, , ,
155.5,63.5, , ,
155.6,63.5, , ,
155.7,63.5, , ,
155.8,63.5, , ,
155.9,63.5, , ,
156,63.5, , ,
156.1,63.5, , ,
156.2,63.5, , ,
156.3,63.5, , ,
156.4,63.5, , ,
156.5,63.56, , ,
156.6,63.56, , ,
156.7,63.56, , ,
156.8,63.56, , ,
156.9,63.56, , ,
157,63.56, , ,
157.1,63.63, , ,
157.2,63.63, , ,
157.3,63.63, , ,
157.4,63.63, , ,
157.5,63.63, , ,
157.6,63.63, , ,
157.7,63.69, , ,
157.8,63.69, , ,
157.9,63.69, , ,
158,63.69, , ,
158.1,63.69, , ,
158.2,63.69, , ,
158.3,63.69, , ,
158.4,63.69, , ,
158.5,63.69, , ,
158.6,63.69, , ,
158.7,63.69, , ,
158.8,63.69, , ,
158.9,63.75, , ,
159,63.75, , ,
159.1,63.75, , ,
159.2,63.75, , ,
159.3,63.75, , ,
159.4,63.75, , ,
159.5,63.81, , ,
159.6,63.81, , ,
159.7,63.81, , ,
159.8,63.81, , ,
159.9,63.81, , ,
160,63.81, , ,
160.1,63.88, , ,
160.2,63.88, , ,
160.3,63.88, , ,
160.4,63.88, , ,
160.5,63.88, , ,
160.6,63.88, , ,
160.7,63.88, , ,
160.8,63.88, , ,
160.9,63.88, , ,
161,63.88, , ,
161.1,63.88, , ,
161.2,63.88, , ,
161.3,63.94, , ,
161.4,63.94, , ,
161.5,63.94, , ,
161.6,63.94, , ,
161.7,63.94, , ,
161.8,63.94, , ,
161.9,64, , ,
162,64, , ,
162.1,64, , ,
162.2,64, , ,
162.3,64, , ,
162.4,64, , ,
162.5,64.06, , ,
162.6,64.06, , ,
162.7,64.06, , ,
162.8,64.06, , ,
162.9,64.06, , ,
163,64.06, , ,
163.1,64.06, , ,
163.2,64.06, , ,
163.3,64.06, , ,
163.4,64.06, , ,
163.5,64.06, , ,
163.6,64.06, , ,
163.7,64.12, , ,
163.8,64.12, , ,
163.9,64.12, , ,
164,64.12, , ,
164.1,64.12, , ,
164.2,64.12, , ,
164.3,64.19, , ,
164.4,64.19, , ,
164.5,64.19, , ,
164.6,64.19, , ,
164.7,64.19, , ,
164.8,64.19, , ,
164.9,64.19, , ,
165,64.19, , ,
165.1,64.19, , ,
165.2,64.19, , ,
165.3,64.19, , ,
165.4,64.19, , ,
165.5,64.25, , ,
165.6,64.25, , ,
165.7,64.25, , ,
165.8,64.25, , ,
165.9,64.25, , ,
166,64.25, , ,
166.1,64.31, , ,
166.2,64.31, , ,
166.3,64.31, , ,
166.4,64.31, , ,
166.5,64.31, , ,
166.6,64.31, , ,
166.7,64.37, , ,
166.8,64.37, , ,
166.9,64.37, , ,
167,64.37, , ,
167.1,64.37, , ,
167.2,64.37, , ,
167.3,64.37, , ,
167.4,64.37, , ,
167.5,64.37, , ,
167.6,64.37, , ,
167.7,64.37, , ,
167.8,64.37, , ,
167.9,64.44, , ,
168,64.44, , ,
168.1,64.44, , ,
168.2,64.44, , ,
168.3,64.44, , ,
168.4,64.44, , ,
168.5,64.44, , ,
168.6,64.44, , ,
168.7,64.44, , ,
168.8,64.44, , ,
168.9,64.44, , ,
169,64.44, , ,
169.1,64.5, , ,
169.2,64.5, , ,
169.3,64.5, , ,
169.4,64.5, , ,
169.5,64.5, , ,
169.6,64.5, , ,
169.7,64.56, , ,
169.8,64.56, , ,
169.9,64.56, , ,
170,64.56, , ,
170.1,64.56, , ,
170.2,64.56, , ,
170.3,64.56, , ,
170.4,64.56, , ,
170.5,64.56, , ,
170.6,64.56, , ,
170.7,64.56, , ,
170.8,64.56, , ,
170.9,64.62, , ,
171,64.62, , ,
171.1,64.62, , ,
171.2,64.62, , ,
171.3,64.62, , ,
171.4,64.62, , ,
171.5,64.69, , ,
171.6,64.69, , ,
171.7,64.69, , ,
171.8,64.69, , ,
171.9,64.69, , ,
172,64.69, , ,
172.1,64.69, , ,
172.2,64.69, , ,
172.3,64.69, , ,
172.4,64.69, , ,
172.5,64.69, , ,
172.6,64.69, , ,
172.7,64.75, , ,
172.8,64.75, , ,
172.9,64.75, , ,
173,64.75, , ,
173.1,64.75, , ,
173.2,64.75, , ,
173.3,64.81, , ,
173.4,64.81, , ,
173.5,64.81, , ,
173.6,64.81, , ,
173.7,64.81, , ,
173.8,64.81, , ,
173.9,64.87, , ,
174,64.87, , ,
174.1,64.87, , ,
174.2,64.87, , ,
174.3,64.87, , ,
174.4,64.87, , ,
174.5,64.87, , ,
174.6,64.87, , ,
174.7,64.87, , ,
174.8,64.87, , ,
174.9,64.87, , ,
175,64.87, , ,
175.1,64.94, , ,
175.2,64.94, , ,
175.3,64.94, , ,
175.4,64.94, , ,
175.5,64.94, , ,
175.6,64.94, , ,
175.7,64.94, , ,
175.8,64.94, , ,
175.9,64.94, , ,
176,64.94, , ,
176.1,64.94, , ,
176.2,64.94, , ,
176.3,65, , ,
176.4,65, , ,
176.5,65, , ,
176.6,65, , ,
176.7,65, , ,
176.8,65, , ,
176.9,65.06, , ,
177,65.06, , ,
177.1,65.06, , ,
177.2,65.06, , ,
177.3,65.06, , ,
177.4,65.06, , ,
177.5,65.06, , ,
177.6,65.06, , ,
177.7,65.06, , ,
177.8,65.06, , ,
177.9,65.06, , ,
178,65.06, , ,
178.1,65.06, , ,
178.2,65.06, , ,
178.3,65.06, , ,
178.4,65.06, , ,
178.5,65.06, , ,
178.6,65.06, , ,
178.7,65.12, , ,
178.8,65.12, , ,
178.9,65.12, , ,
179,65.12, , ,
179.1,65.12, , ,
179.2,65.12, , ,
179.3,65.19, , ,
179.4,65.19, , ,
179.5,65.19, , ,
179.6,65.19, , ,
179.7,65.19, , ,
179.8,65.19, , ,
179.9,65.19, , ,
180,65.19, , ,
180.1,65.19, , ,
180.2,65.19, , ,
180.3,65.19, , ,
180.4,65.19, , ,
180.5,65.25, , ,
180.6,65.25, , ,
180.7,65.25, , ,
180.8,65.25, , ,
180.9,65.25, , ,
181,65.25, , ,
181.1,65.25, , ,
181.2,65.25, , ,
181.3,65.25, , ,
181.4,65.25, , ,
181.5,65.25, , ,
181.6,65.25, , ,
181.7,65.31, , ,
181.8,65.31, , ,
181.9,65.31, , ,
182,65.31, , ,
182.1,65.31, , ,
182.2,65.31, , ,
182.3,65.37, , ,
182.4,65.37, , ,
182.5,65.37, , ,
182.6,65.37, , ,
182.7,65.37, , ,
182.8,65.37, , ,
182.9,65.37, , ,
183,65.37, , ,
183.1,65.37, , ,
183.2,65.37, , ,
183.3,65.37, , ,
183.4,65.37, , ,
183.5,65.44, , ,
183.6,65.44, , ,
183.7,65.44, , ,
183.8,65.44, , ,
183.9,65.44, , ,
184,65.44, , ,
184.1,65.44, , ,
184.2,65.44, , ,
184.3,65.44, , ,
184.4,65.44, , ,
184.5,65.44, , ,
184.6,65.44, , ,
184.7,65.5, , ,
184.8,65.5, , ,
184.9,65.5, , ,
185,65.5, , ,
185.1,65.5, , ,
185.2,65.5, , ,
185.3,65.56, , ,
185.4,65.56, , ,
185.5,65.56, , ,
185.6,65.56, , ,
185.7,65.56, , ,
185.8,65.56, , ,
185.9,65.62, , ,
186,65.62, , ,
186.1,65.62, , ,
186.2,65.62, , ,
186.3,65.62, , ,
186.4,65.62, , ,
186.5,65.62, , ,
186.6,65.62, , ,
186.7,65.62, , ,
186.8,65.62, , ,
186.9,65.62, , ,
187,65.62, , ,
187.1,65.69, , ,
187.2,65.69, , ,
187.3,65.69, , ,
187.4,65.69, , ,
187.5,65.69, , ,
187.6,65.69, , ,
187.7,65.69, , ,
187.8,65.69, , ,
187.9,65.69, , ,
188,65.69, , ,
188.1,65.69, , ,
188.2,65.69, , ,
188.3,65.75, , ,
188.4,65.75, , ,
188.5,65.75, , ,
188.6,65.75, , ,
188.7,65.75, , ,
188.8,65.75, , ,
188.9,65.81, , ,
189,65.81, , ,
189.1,65.81, , ,
189.2,65.81, , ,
189.3,65.81, , ,
189.4,65.81, , ,
189.5,65.81, , ,
189.6,65.81, , ,
189.7,65.81, , ,
189.8,65.81, , ,
189.9,65.81, , ,
190,65.81, , ,
190.1,65.87, , ,
190.2,65.87, , ,
190.3,65.87, , ,
190.4,65.87, , ,
190.5,65.87, , ,
190.6,65.87, , ,
190.7,65.87, , ,
190.8,65.87, , ,
190.9,65.87, , ,
191,65.87, , ,
191.1,65.87, , ,
191.2,65.87, , ,
191.3,65.94, , ,
191.4,65.94, , ,
191.5,65.94, , ,
191.6,65.94, , ,
191.7,65.94, , ,
191.8,65.94, , ,
191.9,65.94, , ,
192,65.94, , ,
192.1,65.94, , ,
192.2,65.94, , ,
192.3,65.94, , ,
192.4,65.94, , ,
192.5,66, , ,
192.6,66, , ,
192.7,66, , ,
192.8,66, , ,
192.9,66, , ,
193,66, , ,
193.1,66.06, , ,
193.2,66.06, , ,
193.3,66.06, , ,
193.4,66.06, , ,
193.5,66.06, , ,
193.6,66.06, , ,
193.7,66.06, , ,
193.8,66.06, , ,
193.9,66.06, , ,
194,66.06, , ,
194.1,66.06, , ,
194.2,66.06, , ,
194.3,66.06, , ,
194.4,66.06, , ,
194.5,66.06, , ,
194.6,66.06, , ,
194.7,66.06, , ,
194.8,66.06, , ,
194.9,66.12, , ,
195,66.12, , ,
195.1,66.12, , ,
195.2,66.12, , ,
195.3,66.12, , ,
195.4,66.12, , ,
195.5,66.12, , ,
195.6,66.12, , ,
195.7,66.12, , ,
195.8,66.12, , ,
195.9,66.12, , ,
196,66.12, , ,
196.1,66.19, , ,
196.2,66.19, , ,
196.3,66.19, , ,
196.4,66.19, , ,
196.5,66.19, , ,
196.6,66.19, , ,
196.7,66.25, , ,
196.8,66.25, , ,
196.9,66.25, , ,
197,66.25, , ,
197.1,66.25, , ,
197.2,66.25, , ,
197.3,66.25, , ,
197.4,66.25, , ,
197.5,66.25, , ,
197.6,66.25, , ,
197.7,66.25, , ,
197.8,66.25, , ,
197.9,66.31, , ,
198,66.31, , ,
198.1,66.31, , ,
198.2,66.31, , ,
198.3,66.31, , ,
198.4,66.31, , ,
198.5,66.31, , ,
198.6,66.31, , ,
198.7,66.31, , ,
198.8,66.31, , ,
198.9,66.31, , ,
199,66.31, , ,
199.1,66.37, , ,
199.2,66.37, , ,
199.3,66.37, , ,
199.4,66.37, , ,
199.5,66.37, , ,
199.6,66.37, , ,
199.7,66.37, , ,
199.8,66.37, , ,
199.9,66.37, , ,
200,66.37, , ,
200.1,66.37, , ,
200.2,66.37, , ,
200.3,66.37, , ,
200.4,66.37, , ,
200.5,66.37, , ,
200.6,66.37, , ,
200.7,66.37, , ,
200.8,66.37, , ,
200.9,66.44, , ,
201,66.44, , ,
201.1,66.44, , ,
201.2,66.44, , ,
201.3,66.44, , ,
201.4,66.44, , ,
201.5,66.44, , ,
201.6,66.44, , ,
201.7,66.44, , ,
201.8,66.44, , ,
201.9,66.44, , ,
202,66.44, , ,
202.1,66.44, , ,
202.2,66.44, , ,
202.3,66.44, , ,
202.4,66.44, , ,
202.5,66.44, , ,
202.6,66.44, , ,
202.7,66.5, , ,
202.8,66.5, , ,
202.9,66.5, , ,
203,66.5, , ,
203.1,66.5, , ,
203.2,66.5, , ,
203.3,66.5, , ,
203.4,66.5, , ,
203.5,66.5, , ,
203.6,66.5, , ,
203.7,66.5, , ,
203.8,66.5, , ,
203.9,66.56, , ,
204,66.56, , ,
204.1,66.56, , ,
204.2,66.56, , ,
204.3,66.56, , ,
204.4,66.56, , ,
204.5,66.56, , ,
204.6,66.56, , ,
204.7,66.56, , ,
204.8,66.56, , ,
204.9,66.56, , ,
205,66.56, , ,
205.1,66.62, , ,
205.2,66.62, , ,
205.3,66.62, , ,
205.4,66.62, , ,
205.5,66.62, , ,
205.6,66.62, , ,
205.7,66.62, , ,
205.8,66.62, , ,
205.9,66.62, , ,
206,66.62, , ,
206.1,66.62, , ,
206.2,66.62, , ,
206.3,66.69, , ,
206.4,66.69, , ,
206.5,66.69, , ,
206.6,66.69, , ,
206.7,66.69, , ,
206.8,66.69, , ,
206.9,66.69, , ,
207,66.69, , ,
207.1,66.69, , ,
207.2,66.69, , ,
207.3,66.69, , ,
207.4,66.69, , ,
207.5,66.75, , ,
207.6,66.75, , ,
207.7,66.75, , ,
207.8,66.75, , ,
207.9,66.75, , ,
208,66.75, , ,
208.1,66.81, , ,
208.2,66.81, , ,
208.3,66.81, , ,
208.4,66.81, , ,
208.5,66.81, , ,
208.6,66.81, , ,
208.7,66.81, , ,
208.8,66.81, , ,
208.9,66.81, , ,
209,66.81, , ,
209.1,66.81, , ,
209.2,66.81, , ,
209.3,66.87, , ,
209.4,66.87, , ,
209.5,66.87, , ,
209.6,66.87, , ,
209.7,66.87, , ,
209.8,66.87, , ,
209.9,66.81, , ,
210,66.81, , ,
210.1,66.81, , ,
210.2,66.81, , ,
210.3,66.81, , ,
210.4,66.81, , ,
210.5,66.87, , ,
210.6,66.87, , ,
210.7,66.87, , ,
210.8,66.87, , ,
210.9,66.87, , ,
211,66.87, , ,
211.1,66.87, , ,
211.2,66.87, , ,
211.3,66.87, , ,
211.4,66.87, , ,
211.5,66.87, , ,
211.6,66.87, , ,
211.7,66.94, , ,
211.8,66.94, , ,
211.9,66.94, , ,
212,66.94, , ,
212.1,66.94, , ,
212.2,66.94, , ,
212.3,66.94, , ,
212.4,66.94, , ,
212.5,66.94, , ,
212.6,66.94, , ,
212.7,66.94, , ,
212.8,66.94, , ,
212.9,66.94, , ,
213,66.94, , ,
213.1,66.94, , ,
213.2,66.94, , ,
213.3,66.94, , ,
213.4,66.94, , ,
213.5,66.94, , ,
213.6,66.94, , ,
213.7,66.94, , ,
213.8,66.94, , ,
213.9,66.94, , ,
214,66.94, , ,
214.1,66.94, , ,
214.2,66.94, , ,
214.3,66.94, , ,
214.4,66.94, , ,
214.5,66.94, , ,
214.6,66.94, , ,
214.7,67, , ,
214.8,67, , ,
214.9,67, , ,
215,67, , ,
215.1,67, , ,
215.2,67, , ,
215.3,67, , ,
215.4,67, , ,
215.5,67, , ,
215.6,67, , ,
215.7,67, , ,
215.8,67, , ,
215.9,67.06, , ,
216,67.06, , ,
216.1,67.06, , ,
216.2,67.06, , ,
216.3,67.06, , ,
216.4,67.06, , ,
216.5,67.06, , ,
216.6,67.06, , ,
216.7,67.06, , ,
216.8,67.06, , ,
216.9,67.06, , ,
217,67.06, , ,
217.1,67.12, , ,
217.2,67.12, , ,
217.3,67.12, , ,
217.4,67.12, , ,
217.5,67.12, , ,
217.6,67.12, , ,
217.7,67.12, , ,
217.8,67.12, , ,
217.9,67.12, , ,
218,67.12, , ,
218.1,67.12, , ,
218.2,67.12, , ,
218.3,67.19, , ,
218.4,67.19, , ,
218.5,67.19, , ,
218.6,67.19, , ,
218.7,67.19, , ,
218.8,67.19, , ,
218.9,67.19, , ,
219,67.19, , ,
219.1,67.19, , ,
219.2,67.19, , ,
219.3,67.19, , ,
219.4,67.19, , ,
219.5,67.19, , ,
219.6,67.19, , ,
219.7,67.19, , ,
219.8,67.19, , ,
219.9,67.19, , ,
220,67.19, , ,
220.1,67.25, , ,
220.2,67.25, , ,
220.3,67.25, , ,
220.4,67.25, , ,
220.5,67.25, , ,
220.6,67.25, , ,
220.7,67.25, , ,
220.8,67.25, , ,
220.9,67.25, , ,
221,67.25, , ,
221.1,67.25, , ,
221.2,67.25, , ,
221.3,67.31, , ,
221.4,67.31, , ,
221.5,67.31, , ,
221.6,67.31, , ,
221.7,67.31, , ,
221.8,67.31, , ,
221.9,67.31, , ,
222,67.31, , ,
222.1,67.31, , ,
222.2,67.31, , ,
222.3,67.31, , ,
222.4,67.31, , ,
222.5,67.31, , ,
222.6,67.31, , ,
222.7,67.31, , ,
222.8,67.31, , ,
222.9,67.31, , ,
223,67.31, , ,
223.1,67.37, , ,
223.2,67.37, , ,
223.3,67.37, , ,
223.4,67.37, , ,
223.5,67.37, , ,
223.6,67.37, , ,
223.7,67.44, , ,
223.8,67.44, , ,
223.9,67.44, , ,
224,67.44, , ,
224.1,67.44, , ,
224.2,67.44, , ,
224.3,67.44, , ,
224.4,67.44, , ,
224.5,67.44, , ,
224.6,67.44, , ,
224.7,67.44, , ,
224.8,67.44, , ,
224.9,67.44, , ,
225,67.44, , ,
225.1,67.44, , ,
225.2,67.44, , ,
225.3,67.44, , ,
225.4,67.44, , ,
225.5,67.5, , ,
225.6,67.5, , ,
225.7,67.5, , ,
225.8,67.5, , ,
225.9,67.5, , ,
226,67.5, , ,
226.1,67.5, , ,
226.2,67.5, , ,
226.3,67.5, , ,
226.4,67.5, , ,
226.5,67.5, , ,
226.6,67.5, , ,
226.7,67.56, , ,
226.8,67.56, , ,
226.9,67.56, , ,
227,67.56, , ,
227.1,67.56, , ,
227.2,67.56, , ,
227.3,67.56, , ,
227.4,67.56, , ,
227.5,67.56, , ,
227.6,67.56, , ,
227.7,67.56, , ,
227.8,67.56, , ,
227.9,67.56, , ,
228,67.56, , ,
228.1,67.56, , ,
228.2,67.56, , ,
228.3,67.56, , ,
228.4,67.56, , ,
228.5,67.56, , ,
228.6,67.56, , ,
228.7,67.56, , ,
228.8,67.56, , ,
228.9,67.56, , ,
229,67.56, , ,
229.1,67.56, , ,
229.2,67.56, , ,
229.3,67.56, , ,
229.4,67.56, , ,
229.5,67.56, , ,
229.6,67.56, , ,
229.7,67.62, , ,
229.8,67.62, , ,
229.9,67.62, , ,
230,67.62, , ,
230.1,67.62, , ,
230.2,67.62, , ,
230.3,67.62, , ,
230.4,67.62, , ,
230.5,67.62, , ,
230.6,67.62, , ,
230.7,67.62, , ,
230.8,67.62, , ,
230.9,67.69, , ,
231,67.69, , ,
231.1,67.69, , ,
231.2,67.69, , ,
231.3,67.69, , ,
231.4,67.69, , ,
231.5,67.69, , ,
231.6,67.69, , ,
231.7,67.69, , ,
231.8,67.69, , ,
231.9,67.69, , ,
